UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75
192712,1,5,1,5,1,1,3,1,3,3,1,3,R,1405,R,644,R,696,R,65,R,0,R,573,R,276,R,272,R,25,R,0,R,145,R,68,R,71,R,6,R,0,R,145,R,68,R,71,R,6,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
192749,1,5,5,5,1,5,3,1,3,5,1,3,R,3617,R,1442,R,2175,S,,S,,R,3159,R,1225,R,1934,S,,S,,R,337,R,130,R,207,S,,S,,R,335,R,130,R,205,S,,S,,R,2,Z,0,R,2,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
192785,1,3,1,3,5,3,5,1,3,3,5,3,R,326,R,40,R,284,A,,R,2,R,145,R,13,R,132,A,,R,0,R,41,R,5,R,36,A,,R,0,R,21,R,4,R,17,A,,R,0,R,20,R,1,R,19,A,,R,0,R,4,R,10,R,0,R,0,S,,S,,S,,S,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,
192800,5,3,1,3,3,3,3,1,3,5,3,3,R,1,Z,0,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
192819,1,5,1,1,1,5,5,1,3,5,1,3,R,11274,R,4410,R,6852,S,,S,,R,6371,R,2736,R,3627,S,,S,,R,1267,R,540,R,725,S,,S,,R,1267,R,540,R,725,S,,S,,A,,A,,A,,S,,S,,R,133,R,10,R,36,R,3,R,600,R,650,R,680,R,590,R,630,R,660,R,25,R,29,R,31,R,25,R,29,R,34,R,24,R,25,R,26
192864,1,1,1,5,1,1,5,1,3,3,5,3,R,7896,R,1958,R,5932,A,,R,6,R,6523,R,1497,R,5021,A,,R,5,R,418,R,74,R,344,A,,R,0,R,403,R,74,R,329,A,,R,0,R,15,R,0,R,15,A,,R,0,R,56,R,14,R,21,R,5,R,585,R,630,R,673,R,520,R,570,R,650,R,24,R,26,R,27,R,24,R,28,R,30,R,21,R,24,R,27
192961,1,3,1,3,5,5,3,1,1,5,1,3,R,2,R,0,R,2,A,,R,0,R,2,A,,R,2,A,,R,0,R,2,A,,R,2,A,,R,0,R,1,A,,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193016,1,5,1,5,5,5,3,1,3,5,5,3,R,8642,R,3129,R,5509,S,,S,,R,7418,R,2598,R,4816,S,,S,,R,1064,R,376,R,687,S,,S,,R,1040,R,355,R,684,S,,S,,R,24,R,21,R,3,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193052,3,3,5,3,1,1,3,3,3,3,3,3,R,40,R,40,Z,0,A,,R,0,R,32,R,32,A,,A,,R,0,R,25,R,25,A,,A,,R,0,R,25,R,25,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193061,3,3,5,1,1,5,3,3,3,3,5,5,R,9,R,9,Z,0,A,,R,0,R,5,R,5,A,,A,,R,0,R,5,R,5,A,,A,,R,0,R,5,R,5,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193070,3,3,5,3,3,1,3,3,3,3,3,5,R,25,R,25,R,0,R,0,R,0,R,15,R,15,A,,A,,R,0,R,15,R,15,A,,A,,R,0,R,15,R,15,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193247,5,5,1,5,1,5,3,3,3,3,5,5,R,56,R,56,R,0,A,,R,0,R,50,R,50,A,,A,,R,0,R,46,R,46,A,,A,,R,0,R,46,R,46,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193292,1,5,1,1,5,5,5,1,3,5,5,3,R,6330,R,1927,R,4377,A,,R,26,R,5174,R,1536,R,3633,A,,R,5,R,621,R,181,R,439,A,,R,1,R,614,R,179,R,434,A,,R,1,R,7,R,2,R,5,A,,R,0,R,105,R,17,R,24,R,4,R,540,R,590,R,640,R,548,R,590,R,650,R,22,R,25,R,28,A,,A,,A,,A,,A,,A,
193308,1,5,1,5,5,5,3,1,3,5,1,5,R,4060,R,1643,R,2417,A,,R,0,R,2741,R,1274,R,1467,A,,R,0,R,1183,R,510,R,673,A,,R,0,R,1126,R,498,R,628,A,,R,0,R,57,R,12,R,45,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193353,1,5,1,5,5,3,5,1,5,5,5,5,R,3219,R,897,R,2297,S,,S,,R,2861,R,770,R,2069,S,,S,,R,201,R,67,R,133,S,,S,,R,194,R,64,R,129,S,,S,,R,7,R,3,R,4,S,,S,,R,4,R,2,R,12,R,6,S,,S,,S,,S,,S,,S,,R,19,R,23,R,28,R,16,R,22,R,30,R,18,R,19,R,24
193399,1,3,1,5,5,3,5,5,3,3,1,3,R,3546,R,1384,R,2159,A,,R,3,R,3018,R,1144,R,1872,A,,R,2,R,410,R,167,R,243,A,,R,0,R,396,R,161,R,235,A,,R,0,R,14,R,6,R,8,A,,R,0,R,8,R,2,R,0,R,0,R,478,R,525,R,590,R,533,R,565,R,588,A,,A,,A,,A,,A,,A,,A,,A,,A,
193584,1,5,1,1,1,5,5,1,5,5,1,5,R,5102,R,1493,R,3594,A,,R,15,R,3812,R,1095,R,2709,A,,R,8,R,439,R,132,R,306,A,,R,1,R,439,R,132,R,306,A,,R,1,R,0,R,0,R,0,A,,R,0,R,40,R,9,R,7,R,2,R,530,R,610,R,650,R,540,R,610,R,670,R,23,R,24,R,32,A,,A,,A,,A,,A,,A,
193609,5,5,1,3,1,1,3,5,3,5,1,5,R,15,R,7,R,8,S,,S,,R,8,R,4,R,4,S,,S,,R,3,R,2,R,1,S,,S,,R,3,R,2,R,1,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193654,1,5,1,5,1,1,3,1,3,5,1,3,R,9828,R,2315,R,6968,R,545,R,0,R,6238,R,1410,R,4485,R,343,R,0,R,1328,R,292,R,969,R,67,R,0,R,1303,R,287,R,949,R,67,R,0,R,25,R,5,R,20,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193751,1,5,1,1,1,3,3,3,3,5,1,3,R,35,R,6,R,29,A,,R,0,R,33,R,5,R,28,A,,R,0,R,33,R,5,R,28,A,,R,0,R,33,R,5,R,28,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
193900,1,3,1,5,1,1,5,1,5,5,1,3,R,110807,R,45074,R,65681,S,,S,,R,10232,R,4093,R,6131,S,,S,,R,5666,R,2351,R,3311,S,,S,,R,5645,R,2333,R,3308,S,,S,,R,21,R,18,R,3,S,,S,,R,1598,R,28,R,583,R,10,R,720,R,740,R,760,R,760,R,780,R,800,R,34,R,34,R,35,A,,A,,A,,A,,A,,A,
193973,1,5,1,5,5,3,5,1,3,5,5,5,R,4197,R,1438,R,2758,A,,R,1,R,3667,R,1251,R,2415,A,,R,1,R,533,R,172,R,361,A,,R,0,R,533,R,172,R,361,A,,R,0,R,0,R,0,R,0,A,,R,0,R,91,R,17,R,14,R,3,R,530,R,580,R,625,R,530,R,580,R,610,R,22,R,25,R,28,R,20,R,23,R,26,R,20,R,23,R,26
194091,1,5,1,5,1,1,5,1,3,5,1,3,R,13237,R,7149,R,6071,R,6,R,11,R,10725,R,5576,R,5137,R,5,R,7,R,908,R,565,R,343,R,0,R,0,R,838,R,521,R,317,A,,R,0,R,70,R,44,R,26,A,,R,0,R,198,R,22,R,15,R,2,R,590,R,640,R,690,R,600,R,670,R,730,R,24,R,28,R,32,R,23,R,27,R,34,R,23,R,27,R,31
194116,1,3,1,5,1,1,5,1,3,5,1,3,R,159,R,23,R,136,S,,S,,R,100,R,13,R,87,S,,S,,R,29,R,3,R,26,S,,S,,R,19,R,2,R,17,S,,S,,R,10,R,1,R,9,S,,S,,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194189,3,3,5,1,1,5,3,3,3,3,5,5,R,1,R,1,Z,0,A,,R,0,R,1,R,1,A,,A,,R,0,R,1,R,1,A,,A,,R,0,R,1,R,1,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194310,1,5,1,3,1,3,5,1,3,3,1,3,R,30030,R,9696,R,20312,S,,S,,R,22798,R,7015,R,15771,S,,S,,R,1850,R,651,R,1198,S,,S,,R,1829,R,643,R,1186,S,,S,,R,21,R,8,R,12,S,,S,,R,247,R,13,R,56,R,3,R,600,R,640,R,680,R,580,R,620,R,660,R,24,R,27,R,29,R,24,R,28,R,31,R,22,R,25,R,27
194392,1,5,1,5,5,5,3,1,3,5,1,3,R,929,R,456,R,455,A,,R,18,R,711,R,359,R,339,A,,R,13,R,134,R,81,R,49,A,,R,4,R,133,R,80,R,49,A,,R,4,R,1,R,1,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194499,3,3,3,3,5,3,3,3,1,5,1,3,R,1250,R,250,R,1000,R,0,R,0,R,375,R,75,R,300,A,,R,0,R,206,R,41,R,165,A,,R,0,R,206,R,41,R,165,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194569,1,5,1,3,1,3,3,1,3,5,5,5,R,16,R,10,R,6,R,0,R,0,R,9,R,5,R,4,A,,R,0,R,9,R,5,R,4,A,,R,0,R,9,R,5,R,4,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194578,1,3,1,5,1,1,5,1,3,5,1,3,R,8457,R,2122,R,5727,R,471,R,137,R,6195,R,1455,R,4298,R,345,R,97,R,1135,R,320,R,730,R,68,R,17,R,1132,R,320,R,730,R,68,R,14,R,3,R,0,R,0,R,0,R,3,R,177,R,16,R,28,R,2,R,590,R,650,R,700,R,560,R,630,R,690,R,26,R,29,R,31,R,25,R,31,R,34,R,23,R,26,R,28
194657,3,3,5,1,1,5,3,3,3,3,5,5,R,47,R,47,Z,0,A,,R,0,R,44,R,44,A,,A,,R,0,R,44,R,44,A,,A,,R,0,R,44,R,44,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194693,3,3,5,1,1,5,3,3,3,3,5,5,R,24,R,24,Z,0,A,,R,0,R,22,R,22,A,,A,,R,0,R,22,R,22,A,,A,,R,0,R,22,R,22,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194718,3,3,5,1,1,5,3,3,3,3,5,5,R,32,R,32,Z,0,A,,R,0,R,29,R,29,A,,A,,R,0,R,29,R,29,A,,A,,R,0,R,29,R,29,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194736,3,3,5,1,1,5,3,3,3,3,5,5,R,45,R,45,Z,0,A,,R,0,R,45,R,45,A,,A,,R,0,R,45,R,45,A,,A,,R,0,R,45,R,45,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194763,3,3,1,3,5,3,3,3,3,3,3,5,R,129,R,129,R,0,S,,S,,R,127,R,127,A,,S,,S,,R,124,R,124,A,,S,,S,,R,124,R,124,A,,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
194824,1,1,1,1,1,1,5,1,3,5,1,3,R,17175,R,11175,R,6000,R,0,R,0,R,10901,R,7307,R,3594,A,,R,0,R,1314,R,892,R,422,A,,R,0,R,1314,R,892,R,422,A,,R,0,A,,A,,A,,A,,A,,R,643,R,49,R,147,R,11,R,670,R,710,R,740,R,705,R,740,R,770,R,30,R,33,R,34,A,,A,,A,,A,,A,,A,
194958,1,5,1,5,5,5,5,1,3,3,3,3,R,1488,R,603,R,885,A,,R,0,R,1051,R,382,R,669,A,,R,0,R,200,R,90,R,110,A,,R,0,R,200,R,90,R,110,A,,R,0,Z,0,R,0,R,0,A,,R,0,R,18,R,9,R,3,R,2,R,505,R,590,R,670,R,485,R,580,R,635,S,,S,,S,,S,,S,,S,,S,,S,,S,
195003,1,5,1,1,1,5,5,1,3,3,1,3,R,27911,R,16374,R,11507,A,,R,30,R,18682,R,10916,R,7742,A,,R,24,R,3042,R,1954,R,1081,A,,R,7,R,3040,R,1952,R,1081,A,,R,7,R,2,R,2,R,0,A,,R,0,R,1212,R,40,R,283,R,9,R,650,R,680,R,720,R,650,R,690,R,740,R,29,R,32,R,33,R,27,R,32,R,35,R,27,R,30,R,33
195030,5,5,1,1,1,3,5,1,3,5,1,5,R,21384,R,10565,R,10806,R,12,R,1,R,8570,R,3971,R,4591,R,7,R,1,R,1317,R,682,R,635,R,0,R,0,R,1317,R,682,R,635,A,,R,0,A,,A,,A,,A,,A,,R,249,R,19,R,78,R,6,R,680,R,720,R,750,R,730,R,770,R,790,R,31,R,33,R,34,R,33,R,34,R,35,R,30,R,33,R,35
195128,1,5,1,1,1,5,3,3,3,3,1,5,R,2471,R,807,R,1529,S,,S,,R,1316,R,413,R,889,S,,S,,R,255,R,81,R,174,S,,S,,R,255,R,81,R,174,S,,S,,R,0,R,0,R,0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
195164,1,5,1,5,1,3,5,1,3,5,1,3,R,4207,R,1888,R,2309,R,10,R,0,R,3435,R,1489,R,1941,R,5,R,0,R,590,R,264,R,326,R,0,R,0,R,590,R,264,R,326,A,,R,0,A,,A,,A,,A,,A,,R,111,R,19,R,14,R,2,R,535,R,600,R,650,R,530,R,590,R,640,R,24,R,26,R,30,R,24,R,25,R,33,R,24,R,26,R,27
195191,1,3,1,3,1,3,3,5,3,3,1,3,R,1,R,0,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,0,A,,R,0,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
195216,1,5,5,1,1,5,5,1,3,5,1,3,R,6089,R,2877,R,3208,S,,S,,R,3309,R,1475,R,1830,S,,S,,R,424,R,215,R,209,S,,S,,R,424,R,215,R,209,S,,S,,A,,A,,A,,S,,S,,R,64,R,15,R,20,R,5,R,645,R,690,R,710,R,610,R,660,R,710,R,30,R,32,R,33,A,,A,,A,,A,,A,,A,
195243,1,3,1,5,5,3,5,1,3,5,5,5,R,2200,R,1138,R,1062,A,,R,0,R,2047,R,1052,R,995,A,,R,0,R,241,R,144,R,97,A,,R,0,R,241,R,144,R,97,A,,R,0,R,0,R,0,R,0,A,,R,0,R,5,R,2,R,0,R,0,R,410,R,460,R,520,R,470,R,540,R,565,A,,A,,A,,A,,A,,A,,A,,A,,A,
195289,1,3,1,5,5,3,3,5,1,5,1,3,R,1,R,0,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,0,A,,R,0,A,,R,0,R,1,A,,R,1,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
195304,1,5,1,5,1,5,5,1,3,5,1,3,R,4617,R,872,R,3727,S,,S,,R,2850,R,535,R,2302,S,,S,,R,417,R,88,R,326,S,,S,,R,417,R,88,R,326,S,,S,,A,,A,,A,,S,,S,,R,39,R,9,R,18,R,4,R,650,R,690,R,740,R,590,R,670,R,690,R,28,R,30,R,31,R,28,R,32,R,34,R,25,R,27,R,28
195438,3,3,5,1,1,5,3,3,3,3,5,5,R,0,R,0,Z,0,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
195474,5,5,1,5,1,3,5,1,3,5,5,5,R,9279,R,3997,R,5277,S,,S,,R,6404,R,2751,R,3651,S,,S,,R,759,R,339,R,420,S,,S,,R,757,R,339,R,418,S,,S,,R,2,R,0,R,2,S,,S,,R,73,R,10,R,16,R,2,R,550,R,620,R,680,R,560,R,600,R,680,R,27,R,31,R,33,A,,A,,A,,A,,A,,A,
195526,5,5,1,1,1,5,5,1,3,5,1,3,R,11889,R,5086,R,6783,S,,S,,R,2503,R,890,R,1608,S,,S,,R,666,R,243,R,421,S,,S,,R,665,R,243,R,420,S,,S,,R,1,R,0,R,1,S,,S,,R,155,R,23,R,66,R,10,R,680,R,710,R,750,R,660,R,680,R,730,R,31,R,32,R,33,R,32,R,34,R,35,R,27,R,29,R,32
195544,1,5,1,1,1,3,5,1,3,5,1,3,R,5728,R,1926,R,3802,A,,R,0,R,4127,R,1333,R,2794,A,,R,0,R,520,R,181,R,339,A,,R,0,R,513,R,181,R,332,A,,R,0,R,7,R,0,R,7,A,,R,0,R,91,R,18,R,15,R,3,R,560,R,590,R,640,R,550,R,590,R,630,R,24,R,26,R,29,R,22,R,25,R,27,R,21,R,25,R,27
195702,1,3,1,3,3,3,3,3,3,5,5,3,R,4,R,0,R,4,R,0,R,0,R,4,A,,R,4,A,,R,0,R,4,A,,R,4,A,,R,0,R,2,A,,R,2,A,,R,0,R,2,A,,R,2,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
195720,1,5,1,5,1,3,5,1,3,5,5,5,R,5050,R,2037,R,3013,R,0,R,0,R,3353,R,1311,R,2042,A,,R,0,R,680,R,290,R,390,A,,R,0,R,680,R,290,R,390,A,,R,0,A,,A,,A,,A,,A,,R,155,R,23,R,8,R,1,R,560,R,600,R,650,R,560,R,610,R,650,R,23,R,27,R,28,R,23,R,24,R,25,R,22,R,25,R,26
195809,1,5,1,5,5,5,5,1,3,5,5,3,R,24208,R,9648,R,14560,S,,S,,R,20196,R,7770,R,12426,S,,S,,R,2350,R,1005,R,1345,S,,S,,R,2345,R,1002,R,1343,S,,S,,R,5,R,3,R,2,S,,S,,R,538,R,23,R,43,R,2,R,580,R,620,R,670,R,570,R,620,R,670,R,24,R,27,R,29,R,24,R,27,R,32,R,21,R,25,R,26
196006,1,3,1,5,5,5,5,1,3,5,5,3,R,9242,R,4980,R,4259,S,,S,,R,6994,R,3925,R,3066,S,,S,,R,1120,R,757,R,362,S,,S,,R,1118,R,757,R,360,S,,S,,R,2,R,0,R,2,S,,S,,R,98,R,9,R,13,R,1,R,500,R,540,R,600,R,490,R,550,R,600,R,20,R,22,R,24,R,16,R,20,R,26,R,18,R,19,R,22
196015,1,5,1,5,5,5,3,1,3,5,5,3,R,3707,R,1745,R,1962,A,,R,0,R,3416,R,1632,R,1784,A,,R,0,R,539,R,260,R,279,A,,R,0,R,531,R,259,R,272,A,,R,0,R,8,R,1,R,7,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
196024,1,3,1,1,5,5,5,1,5,3,5,3,R,7626,R,3494,R,4127,S,,S,,R,6788,R,3041,R,3742,S,,S,,R,944,R,518,R,425,S,,S,,R,942,R,517,R,424,S,,S,,R,2,R,1,R,1,S,,S,,R,53,R,6,R,5,R,1,R,450,R,520,R,580,R,460,R,480,R,580,R,18,R,20,R,23,R,14,R,19,R,23,R,16,R,17,R,19
196033,1,3,1,3,3,3,3,1,3,3,3,3,R,3805,R,1647,R,2152,S,,S,,R,3197,R,1325,R,1867,S,,S,,R,618,R,254,R,361,S,,S,,R,615,R,253,R,359,S,,S,,R,3,R,1,R,2,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
196042,1,5,1,5,5,3,5,1,3,3,5,3,R,10748,R,5560,R,5183,S,,S,,R,6802,R,3714,R,3084,S,,S,,R,1822,R,1093,R,729,S,,S,,R,1758,R,1053,R,705,S,,S,,R,64,R,40,R,24,S,,S,,R,340,R,19,R,35,R,2,R,520,R,570,R,620,R,520,R,570,R,620,R,20,R,25,R,28,A,,A,,A,,A,,A,,A,
196051,1,3,1,5,5,3,5,1,3,3,5,3,R,5819,R,2824,R,2698,S,,S,,R,5327,R,2568,R,2498,S,,S,,C,772,C,439,C,333,S,,S,,C,753,C,431,C,322,S,,S,,C,19,C,8,C,11,S,,S,,R,7,R,1,Z,0,Z,0,R,510,R,590,R,620,R,480,R,540,R,610,A,,A,,A,,A,,A,,A,,A,,A,,A,
196060,1,5,1,5,1,5,5,1,3,5,5,3,R,32442,R,14364,R,18070,S,,S,,R,22416,R,9572,R,12841,S,,S,,R,2830,R,1245,R,1584,S,,S,,R,2818,R,1239,R,1578,S,,S,,R,12,R,6,R,6,S,,S,,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
196079,1,3,1,5,1,5,5,1,3,5,1,3,R,53007,R,23527,R,29452,S,,S,,R,20464,R,9217,R,11233,S,,S,,R,3248,R,1584,R,1661,S,,S,,R,3243,R,1582,R,1658,S,,S,,R,5,R,2,R,3,S,,S,,R,1423,R,44,R,297,R,9,R,670,R,700,R,740,R,670,R,710,R,760,R,30,R,32,R,32,R,30,R,33,R,35,R,27,R,30,R,32
196088,1,5,1,5,5,5,5,1,3,5,1,3,R,40856,R,19810,R,21021,S,,S,,R,30308,R,14381,R,15909,S,,S,,R,4265,R,2344,R,1921,S,,S,,R,4239,R,2331,R,1908,S,,S,,R,26,R,13,R,13,S,,S,,R,1161,R,28,R,107,R,3,R,600,R,640,R,680,R,610,R,650,R,700,R,27,R,29,R,32,R,24,R,28,R,33,R,25,R,28,R,30
196097,1,5,1,1,1,3,5,1,3,5,1,3,R,55880,R,25499,R,30344,Z,0,R,37,R,27406,R,12091,R,15295,A,,R,20,R,4042,R,2001,R,2041,A,,R,0,R,4040,R,2000,R,2040,A,,R,0,R,2,R,1,R,1,A,,R,0,R,1368,R,34,R,129,R,3,R,650,R,690,R,730,R,680,R,730,R,770,R,29,R,31,R,33,R,29,R,33,R,35,R,27,R,31,R,34
196103,1,3,1,1,5,3,3,1,3,5,5,3,R,3745,R,1579,R,2154,S,,S,,R,2370,R,1019,R,1344,S,,S,,R,418,R,199,R,218,S,,S,,R,413,R,199,R,213,S,,S,,R,5,R,0,R,5,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
196112,1,3,1,1,1,3,5,1,3,3,3,3,R,5329,R,3494,R,1823,S,,S,,R,4335,R,2837,R,1492,S,,S,,R,378,R,279,R,99,S,,S,,R,378,R,279,R,99,S,,S,,A,,A,,A,,S,,S,,R,138,R,37,R,10,R,3,R,505,R,590,R,680,R,520,R,610,R,690,R,22,R,25,R,30,R,23,R,27,R,32,R,22,R,27,R,32
196121,1,3,1,5,5,5,5,1,3,5,5,3,R,13031,R,5708,R,7313,S,,S,,R,9210,R,3906,R,5297,S,,S,,R,1297,R,579,R,718,S,,S,,R,1291,R,579,R,712,S,,S,,R,6,R,0,R,6,S,,S,,R,179,R,14,R,22,R,2,R,550,R,590,R,640,R,550,R,600,R,640,R,23,R,25,R,26,R,21,R,23,R,25,A,,A,,A,
196130,1,3,1,1,5,1,5,1,3,5,5,3,R,18219,R,7905,R,10299,S,,S,,R,13290,R,5447,R,7832,S,,S,,R,1226,R,554,R,671,S,,S,,R,1214,R,550,R,664,S,,S,,R,12,R,4,R,7,S,,S,,R,115,R,9,R,0,R,0,R,490,R,560,R,630,R,490,R,510,R,610,A,,A,,A,,A,,A,,A,,A,,A,,A,
196149,5,5,1,5,1,3,3,5,3,5,1,3,R,17571,R,7823,R,9734,S,,S,,R,10505,R,4136,R,6361,S,,S,,R,1394,R,626,R,768,S,,S,,R,1394,R,626,R,768,S,,S,,R,0,R,0,R,0,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
196158,1,5,1,1,5,5,5,1,3,5,5,3,R,6331,R,2580,R,3751,A,,R,0,R,4919,R,1909,R,3010,A,,R,0,R,690,R,306,R,384,A,,R,0,R,689,R,305,R,384,A,,R,0,R,1,R,1,R,0,A,,R,0,R,51,R,7,R,13,R,2,R,590,R,630,R,680,R,570,R,610,R,690,R,23,R,27,R,28,A,,A,,A,,A,,A,,A,
196167,1,5,1,3,1,3,5,1,3,5,5,5,R,15293,R,5449,R,9803,R,0,R,41,R,10162,R,3406,R,6756,A,,R,0,R,971,R,337,R,634,A,,R,0,R,966,R,333,R,633,A,,R,0,R,5,R,4,R,1,A,,R,0,R,42,R,4,R,7,R,1,R,600,R,640,R,670,R,590,R,630,R,670,R,26,R,30,R,31,A,,A,,A,,A,,A,,A,
