UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,ADMCON10,ADMCON11,ADMCON12,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XAPPLCNAN,APPLCNAN,XAPPLCNUN,APPLCNUN,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XADMSSNAN,ADMSSNAN,XADMSSNUN,ADMSSNUN,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLAN,ENRLAN,XENRLUN,ENRLUN,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLFTAN,ENRLFTAN,XENRLFTUN,ENRLFTUN,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XENRLPTAN,ENRLPTAN,XENRLPTUN,ENRLPTUN,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR50,SATVR50,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT50,SATMT50,XSATMT75,SATMT75,XACTCM25,ACTCM25,XACTCM50,ACTCM50,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN50,ACTEN50,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT50,ACTMT50,XACTMT75,ACTMT75
175430,1,1,1,5,5,5,1,1,1,5,5,5,R,181,R,86,R,95,A,,R,0,R,161,R,74,R,87,A,,R,0,R,91,R,49,R,42,A,,R,0,R,91,R,49,R,42,A,,R,0,R,0,R,0,R,0,A,,R,0,R,4,R,4,R,84,R,92,S,,S,,S,,S,,S,,S,,R,19,R,21,R,24,R,18,R,20,R,25,R,17,R,20,R,24
175616,1,5,1,1,3,3,1,1,5,3,3,3,R,1231,R,484,R,747,A,,R,0,R,1231,R,484,R,747,A,,R,0,R,217,R,123,R,94,A,,R,0,R,210,R,119,R,91,A,,R,0,R,7,R,4,R,3,A,,R,0,R,18,R,8,R,184,R,85,R,475,R,520,R,590,R,450,R,530,R,620,R,17,R,20,R,23,R,15,R,19,R,23,R,16,R,18,R,23
175856,1,5,1,1,3,3,5,1,3,3,3,3,R,15487,R,4703,R,10784,A,,R,0,R,14426,R,4325,R,10101,A,,R,0,R,955,R,386,R,569,A,,R,0,R,918,R,365,R,553,A,,R,0,R,37,R,21,R,16,A,,R,0,R,93,R,10,R,277,R,29,R,430,R,470,R,550,R,390,R,450,R,520,R,15,R,18,R,20,R,13,R,16,R,21,R,15,R,16,R,18
175980,1,3,5,5,5,5,5,3,3,3,5,3,R,2340,R,973,R,1283,R,84,R,0,R,1009,R,459,R,550,R,0,R,0,R,179,R,110,R,69,A,,R,0,R,179,R,110,R,69,A,,R,0,R,0,R,0,R,0,A,,R,0,R,9,R,5,R,119,R,66,R,495,R,520,R,575,R,530,R,540,R,575,R,21,R,24,R,28,R,21,R,23,R,28,R,19,R,22,R,26
176017,1,5,1,1,3,3,5,1,3,3,3,3,R,33363,R,13147,R,20208,R,8,R,0,R,32223,R,12660,R,19555,R,8,R,0,R,5972,R,2473,R,3499,R,0,R,0,R,5915,R,2444,R,3471,A,,R,0,R,57,R,29,R,28,A,,R,0,R,1359,R,23,R,3601,R,60,R,510,R,550,R,610,R,490,R,540,R,590,R,21,R,25,R,29,R,21,R,25,R,30,R,19,R,24,R,27
176035,1,3,1,1,3,3,5,1,3,3,3,5,R,557,R,108,R,449,A,,R,0,R,503,R,101,R,402,A,,R,0,R,174,R,42,R,132,A,,R,0,R,173,R,42,R,131,A,,R,0,R,1,R,0,R,1,A,,R,0,R,4,R,2,R,168,R,98,S,,S,,S,,S,,S,,S,,R,17,R,21,R,24,R,16,R,20,R,23,R,16,R,18,R,23
176044,1,5,1,1,3,3,5,1,3,3,3,3,R,1141,R,502,R,639,R,0,R,0,R,1054,R,451,R,603,A,,R,0,R,340,R,172,R,168,A,,R,0,R,243,R,126,R,117,A,,R,0,R,97,R,46,R,51,A,,R,0,R,0,R,0,R,220,R,65,A,,A,,A,,A,,A,,A,,R,13,R,15,R,17,R,11,R,14,R,16,R,14,R,15,R,16
176053,5,5,1,5,5,3,5,1,3,3,5,5,R,2212,R,829,R,1383,R,0,R,0,R,644,R,246,R,398,A,,R,0,R,586,R,222,R,364,A,,R,0,R,585,R,222,R,363,A,,R,0,R,1,R,0,R,1,A,,R,0,R,0,R,0,R,497,R,85,A,,A,,A,,A,,A,,A,,R,19,R,21,R,25,R,19,R,22,R,25,R,17,R,19,R,24
176080,1,5,1,1,3,3,5,1,3,3,3,3,R,23346,R,9619,R,13727,A,,R,0,R,18125,R,7547,R,10578,A,,R,0,R,3596,R,1686,R,1910,A,,R,0,R,3582,R,1679,R,1903,A,,R,0,R,14,R,7,R,7,A,,R,0,R,209,R,6,R,3041,R,85,R,560,R,620,R,670,R,540,R,590,R,680,R,21,R,25,R,29,R,21,R,24,R,30,R,19,R,24,R,27
176318,1,5,1,5,3,5,3,1,3,3,5,3,R,3807,R,1438,R,2369,Z,0,R,0,R,1853,R,693,R,1160,A,,R,0,R,119,R,54,R,65,A,,R,0,R,110,R,52,R,58,A,,R,0,R,9,R,2,R,7,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
176336,1,3,5,5,5,1,1,1,5,3,5,5,R,35,R,25,R,10,A,,R,0,R,35,R,25,R,10,A,,R,0,R,21,R,16,R,5,A,,R,0,R,21,R,16,R,5,A,,R,0,A,,A,,A,,A,,A,,R,1,R,5,R,20,R,95,S,,S,,S,,S,,S,,S,,R,5,R,6,R,7,R,5,R,6,R,7,R,5,R,6,R,7
176372,1,3,1,1,3,3,1,1,3,3,3,3,R,7048,R,2582,R,4466,R,0,R,0,R,6986,R,2551,R,4435,A,,R,0,R,1745,R,662,R,1083,A,,R,0,R,1692,R,641,R,1051,A,,R,0,R,53,R,21,R,32,A,,R,0,R,0,R,0,R,1721,R,99,A,,A,,A,,A,,A,,A,,R,20,R,24,R,29,R,19,R,23,R,28,R,17,R,21,R,25
176406,1,3,1,5,3,3,3,1,3,3,5,5,R,2334,R,721,R,1613,A,,R,0,R,1397,R,416,R,981,A,,R,0,R,143,R,54,R,89,A,,R,0,R,143,R,54,R,89,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
176451,1,3,1,3,1,5,3,3,3,3,1,3,R,7,R,6,R,1,A,,R,0,R,4,R,4,R,0,A,,R,0,R,1,R,1,A,,A,,R,0,R,0,R,0,A,,A,,R,0,R,1,R,1,A,,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
176479,1,3,1,3,3,3,1,1,3,3,3,3,R,841,R,254,R,587,A,,R,0,R,507,R,171,R,336,A,,R,0,R,245,R,95,R,150,A,,R,0,R,241,R,93,R,148,A,,R,0,R,4,R,2,R,2,A,,R,0,R,15,R,7,R,212,R,93,R,540,R,610,R,690,R,500,R,540,R,600,R,19,R,22,R,25,R,19,R,22,R,26,R,17,R,21,R,25
176628,1,3,1,3,3,3,5,1,3,3,3,3,R,3975,R,2134,R,1817,S,,S,,R,3490,R,1880,R,1593,S,,S,,R,253,R,112,R,137,S,,S,,R,246,R,110,R,132,S,,S,,R,7,R,2,R,5,S,,S,,R,11,R,4,R,143,R,57,R,430,R,450,R,500,R,370,R,420,R,460,R,16,R,18,R,21,R,14,R,17,R,21,R,14,R,17,R,20
176770,1,3,1,3,3,3,1,3,3,3,3,3,R,1,Z,0,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,1,A,,R,1,A,,R,0,R,0,A,,R,0,A,,R,0,R,0,R,0,R,1,R,100,A,,A,,A,,A,,A,,A,,S,,S,,S,,S,,S,,S,,S,,S,,S,
176789,1,3,1,5,1,5,1,1,5,5,1,3,R,46,R,26,R,20,A,,R,0,R,33,R,19,R,14,A,,R,0,R,27,R,17,R,10,A,,R,0,R,25,R,15,R,10,A,,R,0,R,2,R,2,R,0,A,,R,0,R,5,R,19,R,18,R,67,R,500,R,550,R,610,R,480,R,500,R,530,R,17,R,20,R,24,R,14,R,20,R,25,R,16,R,19,R,22
176947,1,5,1,5,3,3,5,1,3,3,3,3,R,1542,R,937,R,602,S,,S,,R,877,R,514,R,361,S,,S,,R,308,R,180,R,128,S,,S,,R,308,R,180,R,128,S,,S,,R,0,R,0,R,0,S,,S,,R,5,R,2,R,125,R,41,R,440,R,465,R,490,R,520,R,530,R,555,R,17,R,20,R,23,R,15,R,19,R,22,R,16,R,19,R,24
176965,1,5,1,5,5,3,5,1,3,3,3,3,R,5647,R,2372,R,3265,A,,R,10,R,3603,R,1469,R,2129,A,,R,5,R,1031,R,470,R,556,A,,R,5,R,1010,R,458,R,547,A,,R,5,R,21,R,12,R,9,A,,R,0,R,0,R,0,R,716,R,69,A,,A,,A,,A,,A,,A,,R,17,R,20,R,24,R,16,R,20,R,24,R,16,R,19,R,24
176983,3,3,1,3,3,1,5,3,5,3,3,3,R,43,R,37,R,6,A,,R,0,R,38,R,34,R,4,A,,R,0,R,38,R,34,R,4,A,,R,0,R,32,R,31,R,1,A,,R,0,R,6,R,3,R,3,A,,R,0,R,0,R,0,R,10,R,26,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2,R,4,R,4,R,2,R,4,R,4
177038,1,3,1,3,3,3,3,1,3,3,3,5,R,13,R,5,R,8,R,0,R,0,R,9,R,4,R,5,A,,R,0,R,7,R,4,R,3,A,,R,0,R,7,R,4,R,3,A,,R,0,R,0,R,0,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
177083,1,5,1,1,1,3,1,1,3,5,1,3,R,22,R,22,Z,0,A,,R,0,R,7,R,7,A,,A,,R,0,R,7,R,7,A,,A,,R,0,R,7,R,7,A,,A,,R,0,A,,A,,A,,A,,A,,R,2,R,29,R,7,R,100,S,,S,,S,,S,,S,,S,,R,1,R,2,R,5,R,1,R,2,R,5,R,2,R,2,R,4
177117,1,3,1,1,5,3,3,1,3,3,5,5,R,636,R,0,R,636,A,,R,0,R,440,A,,R,440,A,,R,0,R,95,A,,R,95,A,,R,0,R,95,A,,R,95,A,,R,0,R,0,A,,R,0,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
177144,1,3,3,3,5,3,5,1,3,3,5,3,R,1880,R,1409,R,471,S,,S,,R,1863,R,1396,R,467,S,,S,,R,192,R,117,R,75,S,,S,,R,192,R,117,R,75,S,,S,,R,0,R,0,R,0,S,,S,,R,3,R,2,R,4,R,2,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,,S,
177214,1,5,1,5,5,3,5,1,3,5,5,3,R,2690,R,1171,R,1475,A,,R,44,R,1549,R,657,R,876,A,,R,16,R,337,R,169,R,168,A,,R,0,R,337,R,169,R,168,A,,R,0,A,,A,,A,,A,,A,,R,23,R,7,R,195,R,58,R,570,R,610,R,670,R,560,R,590,R,620,R,22,R,25,R,29,R,21,R,24,R,28,R,19,R,24,R,27
177339,1,5,1,3,3,3,5,1,3,3,3,3,R,1194,R,524,R,670,A,,R,0,R,855,R,354,R,501,A,,R,0,R,333,R,159,R,174,A,,R,0,R,333,R,159,R,174,A,,R,0,R,0,R,0,R,0,A,,R,0,R,6,R,2,R,102,R,31,R,540,R,590,R,640,R,500,R,570,R,620,R,21,R,24,R,27,R,20,R,24,R,26,R,19,R,23,R,26
177542,1,5,3,3,3,3,5,1,3,3,3,3,R,285,R,151,R,134,A,,R,0,R,207,R,113,R,94,A,,R,0,R,97,R,47,R,50,A,,R,0,R,97,R,47,R,50,A,,R,0,R,0,R,0,R,0,A,,R,0,R,0,R,0,R,37,R,38,A,,A,,A,,A,,A,,A,,R,15,R,21,R,24,R,15,R,20,R,25,R,16,R,18,R,22
177746,1,3,1,3,5,1,3,1,3,3,1,3,R,1125,R,250,R,873,A,,R,2,R,616,R,133,R,482,A,,R,1,R,216,R,52,R,164,A,,R,0,R,216,R,52,R,164,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
177931,3,3,1,3,1,1,3,1,1,3,3,5,R,9,R,0,R,9,S,,S,,R,6,A,,R,6,S,,S,,R,6,A,,R,6,S,,S,,R,6,A,,R,6,S,,S,,A,,A,,A,,S,,S,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
177968,1,5,5,5,5,3,5,1,3,3,5,3,R,7966,R,1919,R,3208,S,,S,,R,4528,R,956,R,1717,S,,S,,R,638,R,239,R,399,S,,S,,R,621,R,232,R,389,S,,S,,R,17,R,7,R,10,S,,S,,R,0,R,0,R,37,R,6,A,,A,,A,,A,,A,,A,,R,22,R,24,R,28,R,20,R,24,R,27,R,19,R,23,R,26
177986,5,3,3,5,3,3,3,1,3,3,3,3,R,14,R,3,R,11,A,,R,0,R,9,R,1,R,8,A,,R,0,R,7,R,0,R,7,A,,R,0,R,5,A,,R,5,A,,R,0,R,2,A,,R,2,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
178059,1,3,1,5,5,5,3,1,3,3,5,3,R,4410,R,1591,R,2817,A,,R,2,R,4193,R,1507,R,2684,A,,R,2,R,956,R,367,R,589,A,,R,0,R,829,R,324,R,505,A,,R,0,R,127,R,43,R,84,A,,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
