UNITID,XSCUGRAD,SCUGRAD,XSCUGDGSK,SCUGDGSK,XSCUGNDGS,SCUGNDGS,XSCUGFFN,SCUGFFN,XSCUGFFP,SCUGFFP,XSCFA2,SCFA2,XSCFA2DG,SCFA2DG,XSCFA2ND,SCFA2ND,XSCFA1N,SCFA1N,XSCFA1P,SCFA1P,XSCFY2,SCFY2,XSCFY2DG,SCFY2DG,XSCFY2ND,SCFY2ND,XSCFY1N,SCFY1N,XSCFY1P,SCFY1P,XUAGRNTN,UAGRNTN,XUAGRNTP,UAGRNTP,XUAGRNTT,UAGRNTT,XUAGRNTA,UAGRNTA,XUDGAGRNTN,UDGAGRNTN,XUDGAGRNTP,UDGAGRNTP,XUDGAGRNTT,UDGAGRNTT,XUDGAGRNTA,UDGAGRNTA,XUNDAGRNTN,UNDAGRNTN,XUNDAGRNTP,UNDAGRNTP,XUNDAGRNTT,UNDAGRNTT,XUNDAGRNTA,UNDAGRNTA,XUPGRNTN,UPGRNTN,XUPGRNTP,UPGRNTP,XUPGRNTT,UPGRNTT,XUPGRNTA,UPGRNTA,XUDGPGRNTN,UDGPGRNTN,XUDGPGRNTP,UDGPGRNTP,XUDGPGRNTT,UDGPGRNTT,XUDGPGRNTA,UDGPGRNTA,XUNDPGRNTN,UNDPGRNTN,XUNDPGRNTP,UNDPGRNTP,XUNDPGRNTT,UNDPGRNTT,XUNDPGRNTA,UNDPGRNTA,XUFLOANN,UFLOANN,XUFLOANP,UFLOANP,XUFLOANT,UFLOANT,XUFLOANA,UFLOANA,XUDGFLOANN,UDGFLOANN,XUDGFLOANP,UDGFLOANP,XUDGFLOANT,UDGFLOANT,XUDGFLOANA,UDGFLOANA,XUNDFLOANN,UNDFLOANN,XUNDFLOANP,UNDFLOANP,XUNDFLOANT,UNDFLOANT,XUNDFLOANA,UNDFLOANA,XANYAIDN,ANYAIDN,XANYAIDP,ANYAIDP,XAIDFSIN,AIDFSIN,XAIDFSIP,AIDFSIP,XAGRNT_N,AGRNT_N,XAGRNT_P,AGRNT_P,XAGRNT_T,AGRNT_T,XAGRNT_A,AGRNT_A,XFGRNT_N,FGRNT_N,XFGRNT_P,FGRNT_P,XFGRNT_T,FGRNT_T,XFGRNT_A,FGRNT_A,XPGRNT_N,PGRNT_N,XPGRNT_P,PGRNT_P,XPGRNT_T,PGRNT_T,XPGRNT_A,PGRNT_A,XOFGRT_N,OFGRT_N,XOFGRT_P,OFGRT_P,XOFGRT_T,OFGRT_T,XOFGRT_A,OFGRT_A,XSGRNT_N,SGRNT_N,XSGRNT_P,SGRNT_P,XSGRNT_T,SGRNT_T,XSGRNT_A,SGRNT_A,XIGRNT_N,IGRNT_N,XIGRNT_P,IGRNT_P,XIGRNT_T,IGRNT_T,XIGRNT_A,IGRNT_A,XLOAN_N,LOAN_N,XLOAN_P,LOAN_P,XLOAN_T,LOAN_T,XLOAN_A,LOAN_A,XFLOAN_N,FLOAN_N,XFLOAN_P,FLOAN_P,XFLOAN_T,FLOAN_T,XFLOAN_A,FLOAN_A,XOLOAN_N,OLOAN_N,XOLOAN_P,OLOAN_P,XOLOAN_T,OLOAN_T,XOLOAN_A,OLOAN_A
181428,R,897,R,864,R,33,R,0,R,0,R,897,R,864,R,33,R,0,R,0,A,,A,,A,,A,,A,,R,586,R,65,R,5875557,R,10027,R,586,R,68,R,5875557,R,10027,R,0,R,0,R,0,A,,R,197,R,22,R,927436,R,4708,R,197,R,23,R,927436,R,4708,R,0,R,0,R,0,A,,R,418,R,47,R,4763667,R,11396,R,418,R,48,R,4763667,R,11396,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
181446,R,1531,R,1518,R,13,R,440,R,29,R,1531,R,1518,R,13,R,440,R,29,A,,A,,A,,A,,A,,R,1491,R,97,R,44412764,R,29787,R,1488,R,98,R,44398494,R,29838,R,3,R,23,R,14270,R,4757,R,514,R,34,R,2787217,R,5423,R,514,R,34,R,2787217,R,5423,R,0,R,0,R,0,A,,R,832,R,54,R,5441771,R,6541,R,832,R,55,R,5441771,R,6541,R,0,R,0,R,0,A,,R,440,R,100,R,440,R,100,R,440,R,100,R,14459656,R,32863,R,186,R,42,R,1013382,R,5448,R,184,R,42,R,920857,R,5005,R,185,R,42,R,92525,R,500,R,144,R,33,R,269803,R,1874,R,440,R,100,R,13176471,R,29947,R,227,R,52,R,1687869,R,7436,R,223,R,51,R,1148897,R,5152,R,41,R,9,R,538972,R,13146
181464,R,19338,R,18887,R,451,R,4676,R,24,R,19338,R,18887,R,451,R,4676,R,24,A,,A,,A,,A,,A,,R,16364,R,85,R,172959613,R,10570,R,16364,R,87,R,172959613,R,10570,R,0,R,0,R,0,A,,R,4403,R,23,R,23111930,R,5249,R,4403,R,23,R,23111930,R,5249,R,0,R,0,R,0,A,,R,6295,R,33,R,36401615,R,5783,R,6295,R,33,R,36401615,R,5783,R,0,R,0,R,0,A,,R,4511,R,96,R,4467,R,96,R,4373,R,94,R,46094262,R,10541,R,1232,R,26,R,6615541,R,5370,R,1181,R,25,R,6366535,R,5391,R,647,R,14,R,249006,R,385,R,760,R,16,R,1713861,R,2255,R,4325,R,92,R,37764860,R,8732,R,1862,R,40,R,13452053,R,7225,R,1819,R,39,R,9060581,R,4981,R,296,R,6,R,4391472,R,14836
181491,R,5594,R,2490,R,3104,R,890,R,16,R,5594,R,2490,R,3104,R,890,R,16,A,,A,,A,,A,,A,,R,2748,R,49,R,10182717,R,3706,R,1712,R,69,R,9819123,R,5735,R,1036,R,33,R,363594,R,351,R,912,R,16,R,4441407,R,4870,R,910,R,37,R,4438037,R,4877,R,2,R,0,R,3370,R,1685,R,707,R,13,R,3532528,R,4997,R,705,R,28,R,3526678,R,5002,R,2,R,0,R,5850,R,2925,R,775,R,87,R,715,R,80,R,650,R,73,R,3717729,R,5720,R,353,R,40,R,1973790,R,5591,R,343,R,39,R,1876811,R,5472,R,93,R,10,R,96979,R,1043,R,287,R,32,R,709603,R,2472,R,431,R,48,R,1034336,R,2400,R,283,R,32,R,1364462,R,4821,R,278,R,31,R,1280954,R,4608,R,10,R,1,R,83508,R,8351
181534,R,1452,R,1147,R,305,R,211,R,15,R,1452,R,1147,R,305,R,211,R,15,A,,A,,A,,A,,A,,R,929,R,64,R,8063211,R,8679,R,929,R,81,R,8063211,R,8679,R,0,R,0,R,0,A,,R,535,R,37,R,2909152,R,5438,R,535,R,47,R,2909152,R,5438,R,0,R,0,R,0,A,,R,645,R,44,R,4170728,R,6466,R,645,R,56,R,4170728,R,6466,R,0,R,0,R,0,A,,R,208,R,99,R,207,R,98,R,207,R,98,R,2145230,R,10363,R,117,R,55,R,681671,R,5826,R,110,R,52,R,595859,R,5417,R,57,R,27,R,85812,R,1505,R,86,R,41,R,578832,R,6731,R,192,R,91,R,884727,R,4608,R,139,R,66,R,682606,R,4911,R,139,R,66,R,658874,R,4740,R,3,R,1,R,23732,R,7911
181543,R,21,R,20,R,1,R,1,R,5,R,21,R,20,R,1,R,1,R,5,A,,A,,A,,A,,A,,R,14,R,67,R,78496,R,5607,R,14,R,70,R,78496,R,5607,R,0,R,0,R,0,A,,R,8,R,38,R,41865,R,5233,R,8,R,40,R,41865,R,5233,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1,R,100,R,1,R,100,R,1,R,100,R,2760,R,2760,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,1,R,100,R,2760,R,2760,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,
181604,R,482,R,455,R,27,R,89,R,18,R,482,R,455,R,27,R,89,R,18,A,,A,,A,,A,,A,,R,436,R,90,R,7519244,R,17246,R,436,R,96,R,7519244,R,17246,R,0,R,0,R,0,A,,R,187,R,39,R,1036554,R,5543,R,187,R,41,R,1036554,R,5543,R,0,R,0,R,0,A,,R,239,R,50,R,1436947,R,6012,R,239,R,53,R,1436947,R,6012,R,0,R,0,R,0,A,,R,89,R,100,R,89,R,100,R,89,R,100,R,1677412,R,18847,R,29,R,33,R,195241,R,6732,R,29,R,33,R,159556,R,5502,R,28,R,31,R,35685,R,1274,R,20,R,22,R,44000,R,2200,R,89,R,100,R,1438171,R,16159,R,50,R,56,R,282658,R,5653,R,50,R,56,R,242858,R,4857,R,3,R,3,R,39800,R,13267
181640,R,9799,R,6238,R,3561,R,1169,R,12,R,9799,R,6238,R,3561,R,1169,R,12,A,,A,,A,,A,,A,,R,3853,R,39,R,18696805,R,4853,R,3710,R,59,R,18528005,R,4994,R,143,R,4,R,168800,R,1180,R,2161,R,22,R,9581861,R,4434,R,2145,R,34,R,9531682,R,4444,R,16,R,0,R,50179,R,3136,R,1322,R,13,R,5701973,R,4313,R,1319,R,21,R,5685566,R,4311,R,3,R,0,R,16407,R,5469,R,999,R,85,R,992,R,85,R,863,R,74,R,4798804,R,5561,R,467,R,40,R,2540645,R,5440,R,467,R,40,R,2454109,R,5255,R,85,R,7,R,86536,R,1018,R,180,R,15,R,276656,R,1537,R,662,R,57,R,1981503,R,2993,R,301,R,26,R,1389399,R,4616,R,294,R,25,R,1193964,R,4061,R,25,R,2,R,195435,R,7817
181738,R,572,R,447,R,125,R,90,R,16,R,572,R,447,R,125,R,90,R,16,A,,A,,A,,A,,A,,R,472,R,83,R,8216315,R,17407,R,441,R,99,R,8200882,R,18596,R,31,R,25,R,15433,R,498,R,176,R,31,R,951978,R,5409,R,176,R,39,R,951978,R,5409,R,0,R,0,R,0,A,,R,348,R,61,R,1940967,R,5577,R,348,R,78,R,1940967,R,5577,R,0,R,0,R,0,A,,R,90,R,100,R,90,R,100,R,90,R,100,R,1561104,R,17346,R,33,R,37,R,212099,R,6427,R,33,R,37,R,183029,R,5546,R,30,R,33,R,29070,R,969,R,15,R,17,R,52096,R,3473,R,90,R,100,R,1296909,R,14410,R,73,R,81,R,478339,R,6553,R,73,R,81,R,299750,R,4106,R,10,R,11,R,178589,R,17859
181765,R,261,R,229,R,32,R,100,R,38,R,261,R,229,R,32,R,100,R,38,A,,A,,A,,A,,A,,R,192,R,74,R,1231454,R,6414,R,192,R,84,R,1231454,R,6414,R,0,R,0,R,0,A,,R,101,R,39,R,522964,R,5178,R,101,R,44,R,522964,R,5178,R,0,R,0,R,0,A,,R,91,R,35,R,411446,R,4521,R,91,R,40,R,411446,R,4521,R,0,R,0,R,0,A,,R,97,R,97,R,94,R,94,R,70,R,70,R,322419,R,4606,R,36,R,36,R,165690,R,4603,R,35,R,35,R,159721,R,4563,R,26,R,26,R,5969,R,230,R,26,R,26,R,31996,R,1231,R,59,R,59,R,124733,R,2114,R,36,R,36,R,143063,R,3974,R,36,R,36,R,143063,R,3974,R,0,R,0,R,0,A,
181783,R,3934,R,3041,R,893,R,728,R,19,R,3934,R,3041,R,893,R,728,R,19,A,,A,,A,,A,,A,,R,2526,R,64,R,19923426,R,7887,R,2524,R,83,R,19917350,R,7891,R,2,R,0,R,6076,R,3038,R,1015,R,26,R,5317044,R,5238,R,1015,R,33,R,5317044,R,5238,R,0,R,0,R,0,A,,R,1274,R,32,R,7353318,R,5772,R,1273,R,42,R,7350568,R,5774,R,1,R,0,R,2750,R,2750,R,706,R,97,R,701,R,96,R,690,R,95,R,4496533,R,6517,R,287,R,39,R,1530659,R,5333,R,286,R,39,R,1459510,R,5103,R,175,R,24,R,71149,R,407,R,284,R,39,R,802139,R,2824,R,597,R,82,R,2163735,R,3624,R,352,R,48,R,2010493,R,5712,R,339,R,47,R,1649494,R,4866,R,38,R,5,R,360999,R,9500
181817,R,1508,R,948,R,560,R,254,R,17,R,1508,R,948,R,560,R,254,R,17,A,,A,,A,,A,,A,,R,852,R,56,R,5841005,R,6856,R,694,R,73,R,5696419,R,8208,R,158,R,28,R,144586,R,915,R,410,R,27,R,2665963,R,6502,R,410,R,43,R,2665963,R,6502,R,0,R,0,R,0,A,,R,116,R,8,R,512815,R,4421,R,116,R,12,R,512815,R,4421,R,0,R,0,R,0,A,,R,223,R,88,R,206,R,81,R,202,R,80,R,1576268,R,7803,R,98,R,39,R,666940,R,6806,R,98,R,39,R,648349,R,6616,R,27,R,11,R,18591,R,689,R,70,R,28,R,150263,R,2147,R,154,R,61,R,759065,R,4929,R,24,R,9,R,85698,R,3571,R,23,R,9,R,80498,R,3500,R,1,R,0,R,5200,R,5200
181853,R,443,R,443,R,0,R,115,R,26,R,443,R,443,R,0,R,115,R,26,A,,A,,A,,A,,A,,R,432,R,98,R,3699661,R,8564,R,432,R,98,R,3699661,R,8564,R,0,Z,0,R,0,A,,R,178,R,40,R,548113,R,3079,R,178,R,40,R,548113,R,3079,R,0,Z,0,R,0,A,,R,284,R,64,R,1308264,R,4607,R,284,R,64,R,1308264,R,4607,R,0,Z,0,R,0,A,,R,115,R,100,R,115,R,100,R,115,R,100,R,1422767,R,12372,R,85,R,74,R,174952,R,2058,R,49,R,43,R,162702,R,3320,R,49,R,43,R,12250,R,250,R,11,R,10,R,19079,R,1734,R,115,R,100,R,1228736,R,10685,R,75,R,65,R,353940,R,4719,R,75,R,65,R,312619,R,4168,R,4,R,3,R,41321,R,10330
181880,R,353,R,353,R,0,R,203,R,58,A,,A,,A,,A,,A,,R,353,R,353,R,0,R,203,R,58,R,229,R,65,R,1056925,R,4615,R,229,R,65,R,1056925,R,4615,R,0,Z,0,R,0,A,,R,229,R,65,R,1053228,R,4599,R,229,R,65,R,1053228,R,4599,R,0,Z,0,R,0,A,,R,260,R,74,R,1489284,R,5728,R,260,R,74,R,1489284,R,5728,R,0,Z,0,R,0,A,,R,183,R,90,R,183,R,90,R,148,R,73,R,654744,R,4424,R,148,R,73,R,654744,R,4424,R,148,R,73,R,651047,R,4399,R,1,R,0,R,3697,R,3697,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,168,R,83,R,1107857,R,6594,R,168,R,83,R,1107857,R,6594,R,0,R,0,R,0,A,
182005,R,28631,R,27341,R,1290,R,3123,R,11,R,28631,R,27341,R,1290,R,3123,R,11,A,,A,,A,,A,,A,,R,11370,R,40,R,52975037,R,4659,R,11351,R,42,R,52949798,R,4665,R,19,R,1,R,25239,R,1328,R,8491,R,30,R,34715711,R,4089,R,8491,R,31,R,34715711,R,4089,R,0,R,0,R,0,A,,R,2858,R,10,R,10729874,R,3754,R,2858,R,10,R,10729874,R,3754,R,0,R,0,R,0,A,,R,2506,R,80,R,2479,R,79,R,2425,R,78,R,13905640,R,5734,R,1626,R,52,R,9391894,R,5776,R,1626,R,52,R,8696644,R,5348,R,246,R,8,R,695250,R,2826,R,1651,R,53,R,3371965,R,2042,R,648,R,21,R,1141781,R,1762,R,372,R,12,R,1275986,R,3430,R,366,R,12,R,1229794,R,3360,R,6,R,0,R,46192,R,7699
182148,R,545,R,545,R,0,R,69,R,13,R,545,R,545,R,0,R,69,R,13,A,,A,,A,,A,,A,,R,281,R,52,R,1516503,R,5397,R,281,R,52,R,1516503,R,5397,R,0,Z,0,R,0,A,,R,279,R,51,R,1477803,R,5297,R,279,R,51,R,1477803,R,5297,R,0,Z,0,R,0,A,,R,369,R,68,R,3485775,R,9447,R,369,R,68,R,3485775,R,9447,R,0,Z,0,R,0,A,,R,67,R,97,R,67,R,97,R,47,R,68,R,271742,R,5782,R,47,R,68,R,271742,R,5782,R,47,R,68,R,271742,R,5782,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,66,R,96,R,992244,R,15034,R,62,R,90,R,522225,R,8423,R,50,R,72,R,470019,R,9400
182281,R,25794,R,24131,R,1663,R,4486,R,17,R,25794,R,24131,R,1663,R,4486,R,17,A,,A,,A,,A,,A,,R,18859,R,73,R,132771557,R,7040,R,17950,R,74,R,132470325,R,7380,R,909,R,55,R,301232,R,331,R,10343,R,40,R,57577578,R,5567,R,10324,R,43,R,57516505,R,5571,R,19,R,1,R,61073,R,3214,R,6577,R,25,R,54558485,R,8295,R,6563,R,27,R,54365978,R,8284,R,14,R,1,R,192507,R,13751,R,4237,R,94,R,4213,R,94,R,4025,R,90,R,31060521,R,7717,R,2265,R,50,R,13767354,R,6078,R,2263,R,50,R,13446579,R,5942,R,473,R,11,R,320775,R,678,R,3040,R,68,R,6096867,R,2006,R,3112,R,69,R,11196300,R,3598,R,1207,R,27,R,7658321,R,6345,R,1178,R,26,R,5723693,R,4859,R,119,R,3,R,1934628,R,16257
182290,R,17965,R,15723,R,2242,R,3388,R,19,R,17965,R,15723,R,2242,R,3388,R,19,A,,A,,A,,A,,A,,R,11169,R,62,R,91374667,R,8181,R,11169,R,71,R,91374667,R,8181,R,0,R,0,R,0,A,,R,4113,R,23,R,22479232,R,5465,R,4113,R,26,R,22479232,R,5465,R,0,R,0,R,0,A,,R,4303,R,24,R,26323741,R,6118,R,4303,R,27,R,26323741,R,6118,R,0,R,0,R,0,A,,R,3221,R,95,R,3209,R,95,R,3158,R,93,R,23290671,R,7375,R,1062,R,31,R,6246923,R,5882,R,1060,R,31,R,6008705,R,5669,R,122,R,4,R,238218,R,1953,R,2316,R,68,R,8264814,R,3569,R,2836,R,84,R,8778934,R,3096,R,1133,R,33,R,7806405,R,6890,R,1111,R,33,R,5516399,R,4965,R,175,R,5,R,2290006,R,13086
182306,R,2936,R,1900,R,1036,R,142,R,5,R,2936,R,1900,R,1036,R,142,R,5,A,,A,,A,,A,,A,,R,1045,R,36,R,3470815,R,3321,R,938,R,49,R,2903384,R,3095,R,107,R,10,R,567431,R,5303,R,670,R,23,R,2861207,R,4270,R,626,R,33,R,2669900,R,4265,R,44,R,4,R,191307,R,4348,R,146,R,5,R,1017540,R,6969,R,142,R,7,R,1005622,R,7082,R,4,R,0,R,11918,R,2980,R,87,R,61,R,87,R,61,R,85,R,60,R,520944,R,6129,R,61,R,43,R,320361,R,5252,R,61,R,43,R,306861,R,5031,R,6,R,4,R,13500,R,2250,R,75,R,53,R,151533,R,2020,R,27,R,19,R,49050,R,1817,R,15,R,11,R,87587,R,5839,R,14,R,10,R,84087,R,6006,R,1,R,1,R,3500,R,3500
182500,R,10011,R,7281,R,2730,R,1028,R,10,R,10011,R,7281,R,2730,R,1028,R,10,A,,A,,A,,A,,A,,R,2967,R,30,R,14417214,R,4859,R,2903,R,40,R,14335634,R,4938,R,64,R,2,R,81580,R,1275,R,1650,R,16,R,6758563,R,4096,R,1639,R,23,R,6730086,R,4106,R,11,R,0,R,28477,R,2589,R,261,R,3,R,1668036,R,6391,R,259,R,4,R,1656836,R,6397,R,2,R,0,R,11200,R,5600,R,821,R,80,R,820,R,80,R,814,R,79,R,4539002,R,5576,R,611,R,59,R,2394284,R,3919,R,505,R,49,R,2152400,R,4262,R,106,R,10,R,241884,R,2282,R,577,R,56,R,1464795,R,2539,R,316,R,31,R,679923,R,2152,R,32,R,3,R,152489,R,4765,R,29,R,3,R,133547,R,4605,R,3,R,0,R,18942,R,6314
182564,R,4178,R,2045,R,2133,R,294,R,7,R,4178,R,2045,R,2133,R,294,R,7,A,,A,,A,,A,,A,,R,1276,R,31,R,6224938,R,4878,R,1233,R,60,R,6158259,R,4995,R,43,R,2,R,66679,R,1551,R,733,R,18,R,3055913,R,4169,R,733,R,36,R,3055913,R,4169,R,0,R,0,R,0,A,,R,118,R,3,R,798997,R,6771,R,118,R,6,R,798997,R,6771,R,0,R,0,R,0,A,,R,262,R,89,R,261,R,89,R,259,R,88,R,1521407,R,5874,R,156,R,53,R,853535,R,5471,R,156,R,53,R,825335,R,5291,R,29,R,10,R,28200,R,972,R,189,R,64,R,464466,R,2457,R,116,R,39,R,203406,R,1754,R,5,R,2,R,31849,R,6370,R,5,R,2,R,31849,R,6370,R,0,R,0,R,0,A,
182634,R,834,R,766,R,68,R,172,R,21,R,834,R,766,R,68,R,172,R,21,A,,A,,A,,A,,A,,R,696,R,83,R,7978996,R,11464,R,696,R,91,R,7978996,R,11464,R,0,R,0,R,0,A,,R,190,R,23,R,975256,R,5133,R,190,R,25,R,975256,R,5133,R,0,R,0,R,0,A,,R,548,R,66,R,3703120,R,6758,R,548,R,72,R,3703120,R,6758,R,0,R,0,R,0,A,,R,172,R,100,R,172,R,100,R,172,R,100,R,1908895,R,11098,R,40,R,23,R,222273,R,5557,R,40,R,23,R,203523,R,5088,R,39,R,23,R,18750,R,481,R,25,R,15,R,49300,R,1972,R,172,R,100,R,1637322,R,9519,R,134,R,78,R,1348588,R,10064,R,131,R,76,R,682260,R,5208,R,47,R,27,R,666328,R,14177
182670,R,4447,R,4367,R,80,R,1206,R,27,R,4447,R,4367,R,80,R,1206,R,27,A,,A,,A,,A,,A,,R,2189,R,49,R,138478867,R,63261,R,2188,R,50,R,138413020,R,63260,R,1,R,1,R,65847,R,65847,R,638,R,14,R,3656016,R,5730,R,638,R,15,R,3656016,R,5730,R,0,R,0,R,0,A,,R,535,R,12,R,3153045,R,5894,R,535,R,12,R,3153045,R,5894,R,0,R,0,R,0,A,,R,725,R,60,R,620,R,51,R,569,R,47,R,38391162,R,67471,R,173,R,14,R,1440540,R,8327,R,172,R,14,R,1006468,R,5852,R,109,R,9,R,434072,R,3982,R,2,R,0,R,4148,R,2074,R,565,R,47,R,36946474,R,65392,R,502,R,42,R,3306853,R,6587,R,152,R,13,R,760644,R,5004,R,434,R,36,R,2546209,R,5867
182704,R,116,R,116,R,0,R,48,R,41,A,,A,,A,,A,,A,,R,116,R,116,R,0,R,48,R,41,R,69,R,59,R,401126,R,5813,R,69,R,59,R,401126,R,5813,R,0,Z,0,R,0,A,,R,41,R,35,R,238148,R,5808,R,41,R,35,R,238148,R,5808,R,0,Z,0,R,0,A,,R,61,R,53,R,430302,R,7054,R,61,R,53,R,430302,R,7054,R,0,Z,0,R,0,A,,R,47,R,98,R,47,R,98,R,44,R,92,R,218506,R,4966,R,25,R,52,R,163256,R,6530,R,25,R,52,R,163256,R,6530,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,38,R,79,R,55250,R,1454,R,38,R,79,R,287928,R,7577,R,38,R,79,R,287928,R,7577,Z,0,R,0,Z,0,A,
182722,R,235,R,235,R,0,R,13,R,6,A,,A,,A,,A,,A,,R,235,R,235,R,0,R,13,R,6,R,108,R,46,R,515113,R,4770,R,108,R,46,R,515113,R,4770,R,0,Z,0,R,0,A,,R,67,R,29,R,390113,R,5823,R,67,R,29,R,390113,R,5823,R,0,Z,0,R,0,A,,R,90,R,38,R,637487,R,7083,R,90,R,38,R,637487,R,7083,R,0,Z,0,R,0,A,,R,12,R,92,R,12,R,92,R,11,R,85,R,61198,R,5563,R,7,R,54,R,48698,R,6957,R,7,R,54,R,48698,R,6957,R,0,R,0,R,0,A,,R,0,R,0,R,0,A,,R,10,R,77,R,12500,R,1250,R,12,R,92,R,91801,R,7650,R,12,R,92,R,91801,R,7650,R,0,R,0,R,0,A,
182795,R,1058,R,1055,R,3,R,266,R,25,R,1058,R,1055,R,3,R,266,R,25,A,,A,,A,,A,,A,,R,989,R,93,R,34290684,R,34672,R,989,R,94,R,34290684,R,34672,R,0,R,0,R,0,A,,R,310,R,29,R,1655000,R,5339,R,310,R,29,R,1655000,R,5339,R,0,R,0,R,0,A,,R,744,R,70,R,4783503,R,6429,R,744,R,71,R,4783503,R,6429,R,0,R,0,R,0,A,,R,266,R,100,R,266,R,100,R,266,R,100,R,10116848,R,38033,R,89,R,33,R,546049,R,6135,R,89,R,33,R,494549,R,5557,R,18,R,7,R,51500,R,2861,R,28,R,11,R,91836,R,3280,R,266,R,100,R,9478963,R,35635,R,208,R,78,R,1798704,R,8648,R,207,R,78,R,1136333,R,5490,R,44,R,17,R,662371,R,15054
182892,R,94,R,94,R,0,R,44,R,47,A,,A,,A,,A,,A,,R,94,R,94,R,0,R,44,R,47,R,44,R,47,R,305256,R,6938,R,44,R,47,R,305256,R,6938,R,0,Z,0,R,0,A,,R,35,R,37,R,165837,R,4738,R,35,R,37,R,165837,R,4738,R,0,Z,0,R,0,A,,R,54,R,57,R,265870,R,4924,R,54,R,57,R,265870,R,4924,R,0,Z,0,R,0,A,,R,37,R,84,R,37,R,84,R,30,R,68,R,212543,R,7085,R,24,R,55,R,133268,R,5553,R,24,R,55,R,133268,R,5553,R,0,R,0,R,0,A,,R,13,R,30,R,76775,R,5906,R,4,R,9,R,2500,R,625,R,33,R,75,R,196541,R,5956,R,33,R,75,R,196541,R,5956,R,0,R,0,R,0,A,
182980,R,986,R,980,R,6,R,235,R,24,R,986,R,980,R,6,R,235,R,24,A,,A,,A,,A,,A,,R,856,R,87,R,24208275,R,28281,R,852,R,87,R,24100156,R,28287,R,4,R,67,R,108119,R,27030,R,355,R,36,R,2010522,R,5663,R,355,R,36,R,2010522,R,5663,R,0,R,0,R,0,A,,R,705,R,72,R,4758543,R,6750,R,705,R,72,R,4758543,R,6750,R,0,R,0,R,0,A,,R,234,R,100,R,233,R,99,R,232,R,99,R,7446078,R,32095,R,89,R,38,R,585003,R,6573,R,89,R,38,R,509334,R,5723,R,60,R,26,R,75669,R,1261,R,36,R,15,R,118600,R,3294,R,228,R,97,R,6742475,R,29572,R,177,R,75,R,1787862,R,10101,R,176,R,75,R,1007478,R,5724,R,49,R,21,R,780384,R,15926
183026,R,159653,R,156755,R,2898,R,3422,R,2,R,159653,R,156755,R,2898,R,3422,R,2,A,,A,,A,,A,,A,,R,82129,R,51,R,303166361,R,3691,R,82091,R,52,R,303071574,R,3692,R,38,R,1,R,94787,R,2494,R,77828,R,49,R,271452991,R,3488,R,77824,R,50,R,271445284,R,3488,R,4,R,0,R,7707,R,1927,R,92934,R,58,R,667364856,R,7181,R,92926,R,59,R,667316967,R,7181,R,8,R,0,R,47889,R,5986,R,2710,R,79,R,2700,R,79,R,2506,R,73,R,11291229,R,4506,R,2050,R,60,R,8230676,R,4015,R,2050,R,60,R,8106676,R,3954,R,172,R,5,R,124000,R,721,R,111,R,3,R,444875,R,4008,R,634,R,19,R,2615678,R,4126,R,2173,R,64,R,13076833,R,6018,R,2154,R,63,R,11397886,R,5291,R,115,R,3,R,1678947,R,14600
183044,R,11387,R,11230,R,157,R,2605,R,23,R,11387,R,11230,R,157,R,2605,R,23,A,,A,,A,,A,,A,,R,9761,R,86,R,135252775,R,13856,R,9747,R,87,R,134897242,R,13840,R,14,R,9,R,355533,R,25395,R,2064,R,18,R,10516514,R,5095,R,2064,R,18,R,10516514,R,5095,R,0,R,0,R,0,A,,R,6449,R,57,R,42169967,R,6539,R,6449,R,57,R,42169967,R,6539,R,0,R,0,R,0,A,,R,2538,R,97,R,2538,R,97,R,2501,R,96,R,35925429,R,14364,R,496,R,19,R,3106455,R,6263,R,494,R,19,R,2485589,R,5032,R,481,R,18,R,620866,R,1291,R,223,R,9,R,342550,R,1536,R,2500,R,96,R,32476424,R,12991,R,1541,R,59,R,16805718,R,10906,R,1458,R,56,R,7669696,R,5260,R,444,R,17,R,9136022,R,20577
